"Ilce";"Mahalle";"GuncelStatu";"SeoKonumIfadesi";"Slug"
"Pütürge";"Gertan";"Mahalle";"Gertan Mahallesi Pütürge Malatya";"puturge-gertan-mahallesi"
"Pütürge";"Gözlüce";"Mahalle";"Gözlüce Mahallesi Pütürge Malatya";"puturge-gozluce-mahallesi"
"Pütürge";"Gündeğer";"Mahalle";"Gündeğer Mahallesi Pütürge Malatya";"puturge-gundeger-mahallesi"
"Pütürge";"Gündüz";"Mahalle";"Gündüz Mahallesi Pütürge Malatya";"puturge-gunduz-mahallesi"
"Pütürge";"Hatip";"Mahalle";"Hatip Mahallesi Pütürge Malatya";"puturge-hatip-mahallesi"
"Pütürge";"Karakaya";"Mahalle";"Karakaya Mahallesi Pütürge Malatya";"puturge-karakaya-mahallesi"
"Pütürge";"Karşıyaka";"Mahalle";"Karşıyaka Mahallesi Pütürge Malatya";"puturge-karsiyaka-mahallesi"
"Pütürge";"Kavaklıdere";"Mahalle";"Kavaklıdere Mahallesi Pütürge Malatya";"puturge-kavaklidere-mahallesi"
"Pütürge";"Kayadere";"Mahalle";"Kayadere Mahallesi Pütürge Malatya";"puturge-kayadere-mahallesi"
"Pütürge";"Koçköy";"Mahalle";"Koçköy Mahallesi Pütürge Malatya";"puturge-kockoy-mahallesi"
"Pütürge";"Korucak";"Mahalle";"Korucak Mahallesi Pütürge Malatya";"puturge-korucak-mahallesi"
"Pütürge";"Kozluk";"Mahalle";"Kozluk Mahallesi Pütürge Malatya";"puturge-kozluk-mahallesi"
"Pütürge";"Köklükaya";"Mahalle";"Köklükaya Mahallesi Pütürge Malatya";"puturge-koklukaya-mahallesi"
"Pütürge";"Körme";"Mahalle";"Körme Mahallesi Pütürge Malatya";"puturge-korme-mahallesi"
"Pütürge";"Köylü";"Mahalle";"Köylü Mahallesi Pütürge Malatya";"puturge-koylu-mahallesi"
"Pütürge";"Meşedibi";"Mahalle";"Meşedibi Mahallesi Pütürge Malatya";"puturge-mesedibi-mahallesi"
"Pütürge";"Nohutlu";"Mahalle";"Nohutlu Mahallesi Pütürge Malatya";"puturge-nohutlu-mahallesi"
"Pütürge";"Ormaniçi";"Mahalle";"Ormaniçi Mahallesi Pütürge Malatya";"puturge-ormanici-mahallesi"
"Pütürge";"Örencik";"Mahalle";"Örencik Mahallesi Pütürge Malatya";"puturge-orencik-mahallesi"
"Pütürge";"Örmeli";"Mahalle";"Örmeli Mahallesi Pütürge Malatya";"puturge-ormeli-mahallesi"
"Pütürge";"Örnekköy";"Mahalle";"Örnekköy Mahallesi Pütürge Malatya";"puturge-ornekkoy-mahallesi"
"Pütürge";"Pazarcık";"Mahalle";"Pazarcık Mahallesi Pütürge Malatya";"puturge-pazarcik-mahallesi"
"Pütürge";"Poskıran";"Mahalle";"Poskıran Mahallesi Pütürge Malatya";"puturge-poskiran-mahallesi"
"Pütürge";"Sahilköy";"Mahalle";"Sahilköy Mahallesi Pütürge Malatya";"puturge-sahilkoy-mahallesi"
"Pütürge";"Söğütlü";"Mahalle";"Söğütlü Mahallesi Pütürge Malatya";"puturge-sogutlu-mahallesi"
"Pütürge";"Şiro Taraksu";"Mahalle";"Şiro Taraksu Mahallesi Pütürge Malatya";"puturge-siro-taraksu-mahallesi"
"Pütürge";"Şükan";"Mahalle";"Şükan Mahallesi Pütürge Malatya";"puturge-sukan-mahallesi"
"Pütürge";"Taşbaşı";"Mahalle";"Taşbaşı Mahallesi Pütürge Malatya";"puturge-tasbasi-mahallesi"
"Pütürge";"Taşmış";"Mahalle";"Taşmış Mahallesi Pütürge Malatya";"puturge-tasmis-mahallesi"
"Pütürge";"Taştepe";"Mahalle";"Taştepe Mahallesi Pütürge Malatya";"puturge-tastepe-mahallesi"
"Pütürge";"Tatlıcak";"Mahalle";"Tatlıcak Mahallesi Pütürge Malatya";"puturge-tatlicak-mahallesi"
"Pütürge";"Tekederesi";"Mahalle";"Tekederesi Mahallesi Pütürge Malatya";"puturge-tekederesi-mahallesi"
"Pütürge";"Teluşağı";"Mahalle";"Teluşağı Mahallesi Pütürge Malatya";"puturge-telusagi-mahallesi"
"Pütürge";"Tepehan";"Mahalle";"Tepehan Mahallesi Pütürge Malatya";"puturge-tepehan-mahallesi"
"Pütürge";"Ulutaş";"Mahalle";"Ulutaş Mahallesi Pütürge Malatya";"puturge-ulutas-mahallesi"
"Pütürge";"Uzunkoru";"Mahalle";"Uzunkoru Mahallesi Pütürge Malatya";"puturge-uzunkoru-mahallesi"
"Pütürge";"Uzuntaş";"Mahalle";"Uzuntaş Mahallesi Pütürge Malatya";"puturge-uzuntas-mahallesi"
"Pütürge";"Üçyaka";"Mahalle";"Üçyaka Mahallesi Pütürge Malatya";"puturge-ucyaka-mahallesi"
"Pütürge";"Yamaç";"Mahalle";"Yamaç Mahallesi Pütürge Malatya";"puturge-yamac-mahallesi"
"Pütürge";"Yandere";"Mahalle";"Yandere Mahallesi Pütürge Malatya";"puturge-yandere-mahallesi"
"Pütürge";"Yazıca";"Mahalle";"Yazıca Mahallesi Pütürge Malatya";"puturge-yazica-mahallesi"
"Pütürge";"Yediyol";"Mahalle";"Yediyol Mahallesi Pütürge Malatya";"puturge-yediyol-mahallesi"
"Pütürge";"Yeşildere";"Mahalle";"Yeşildere Mahallesi Pütürge Malatya";"puturge-yesildere-mahallesi"
"Yazıhan";"Akyazı";"Mahalle";"Akyazı Mahallesi Yazıhan Malatya";"yazihan-akyazi-mahallesi"
"Yazıhan";"Alican";"Mahalle";"Alican Mahallesi Yazıhan Malatya";"yazihan-alican-mahallesi"
"Yazıhan";"Ambarcık";"Mahalle";"Ambarcık Mahallesi Yazıhan Malatya";"yazihan-ambarcik-mahallesi"
"Yazıhan";"Bahçelievler";"Mahalle";"Bahçelievler Mahallesi Yazıhan Malatya";"yazihan-bahcelievler-mahallesi"
"Yazıhan";"Balaban";"Mahalle";"Balaban Mahallesi Yazıhan Malatya";"yazihan-balaban-mahallesi"
"Yazıhan";"Bereketli";"Mahalle";"Bereketli Mahallesi Yazıhan Malatya";"yazihan-bereketli-mahallesi"
"Yazıhan";"Boyaca";"Mahalle";"Boyaca Mahallesi Yazıhan Malatya";"yazihan-boyaca-mahallesi"
"Yazıhan";"Boztepe";"Mahalle";"Boztepe Mahallesi Yazıhan Malatya";"yazihan-boztepe-mahallesi"
"Yazıhan";"Böğürtlen";"Mahalle";"Böğürtlen Mahallesi Yazıhan Malatya";"yazihan-bogurtlen-mahallesi"
"Yazıhan";"Buzluk";"Mahalle";"Buzluk Mahallesi Yazıhan Malatya";"yazihan-buzluk-mahallesi"
"Yazıhan";"Çavuş";"Mahalle";"Çavuş Mahallesi Yazıhan Malatya";"yazihan-cavus-mahallesi"
"Yazıhan";"Çivril";"Mahalle";"Çivril Mahallesi Yazıhan Malatya";"yazihan-civril-mahallesi"
"Yazıhan";"Dedekargın";"Mahalle";"Dedekargın Mahallesi Yazıhan Malatya";"yazihan-dedekargin-mahallesi"
"Yazıhan";"Doğuş";"Mahalle";"Doğuş Mahallesi Yazıhan Malatya";"yazihan-dogus-mahallesi"
"Yazıhan";"Durucasu";"Mahalle";"Durucasu Mahallesi Yazıhan Malatya";"yazihan-durucasu-mahallesi"
"Yazıhan";"Eğribük";"Mahalle";"Eğribük Mahallesi Yazıhan Malatya";"yazihan-egribuk-mahallesi"
"Yazıhan";"Epreme";"Mahalle";"Epreme Mahallesi Yazıhan Malatya";"yazihan-epreme-mahallesi"
"Yazıhan";"Erecek";"Mahalle";"Erecek Mahallesi Yazıhan Malatya";"yazihan-erecek-mahallesi"
"Yazıhan";"Fethiye";"Mahalle";"Fethiye Mahallesi Yazıhan Malatya";"yazihan-fethiye-mahallesi"
"Yazıhan";"Gayret";"Mahalle";"Gayret Mahallesi Yazıhan Malatya";"yazihan-gayret-mahallesi"
"Yazıhan";"Gövük";"Mahalle";"Gövük Mahallesi Yazıhan Malatya";"yazihan-govuk-mahallesi"
"Yazıhan";"Hamidiye";"Mahalle";"Hamidiye Mahallesi Yazıhan Malatya";"yazihan-hamidiye-mahallesi"
"Yazıhan";"İriağaç";"Mahalle";"İriağaç Mahallesi Yazıhan Malatya";"yazihan-iriagac-mahallesi"
"Yazıhan";"Karaca";"Mahalle";"Karaca Mahallesi Yazıhan Malatya";"yazihan-karaca-mahallesi"
"Yazıhan";"Koşar";"Mahalle";"Koşar Mahallesi Yazıhan Malatya";"yazihan-kosar-mahallesi"
"Yazıhan";"Kömüşhan";"Mahalle";"Kömüşhan Mahallesi Yazıhan Malatya";"yazihan-komushan-mahallesi"
"Yazıhan";"Mısırdere";"Mahalle";"Mısırdere Mahallesi Yazıhan Malatya";"yazihan-misirdere-mahallesi"
"Yazıhan";"Sadıklı";"Mahalle";"Sadıklı Mahallesi Yazıhan Malatya";"yazihan-sadikli-mahallesi"
"Yazıhan";"Sinanlı";"Mahalle";"Sinanlı Mahallesi Yazıhan Malatya";"yazihan-sinanli-mahallesi"
"Yazıhan";"Sürür";"Mahalle";"Sürür Mahallesi Yazıhan Malatya";"yazihan-surur-mahallesi"
"Yazıhan";"Tahtalı";"Mahalle";"Tahtalı Mahallesi Yazıhan Malatya";"yazihan-tahtali-mahallesi"
"Yazıhan";"Tecirli";"Mahalle";"Tecirli Mahallesi Yazıhan Malatya";"yazihan-tecirli-mahallesi"
"Yazıhan";"Yeni";"Mahalle";"Yeni Mahallesi Yazıhan Malatya";"yazihan-yeni-mahallesi"
"Yeşilyurt";"Abdulgaffar";"Mahalle";"Abdulgaffar Mahallesi Yeşilyurt Malatya";"yesilyurt-abdulgaffar-mahallesi"
"Yeşilyurt";"Aşağıbağlar";"Mahalle";"Aşağıbağlar Mahallesi Yeşilyurt Malatya";"yesilyurt-asagibaglar-mahallesi"
"Yeşilyurt";"Aşağıköy";"Mahalle";"Aşağıköy Mahallesi Yeşilyurt Malatya";"yesilyurt-asagikoy-mahallesi"
"Yeşilyurt";"Atalar";"Mahalle";"Atalar Mahallesi Yeşilyurt Malatya";"yesilyurt-atalar-mahallesi"
"Yeşilyurt";"Atatürk";"Mahalle";"Atatürk Mahallesi Yeşilyurt Malatya";"yesilyurt-ataturk-mahallesi"
"Yeşilyurt";"Banazı";"Mahalle";"Banazı Mahallesi Yeşilyurt Malatya";"yesilyurt-banazi-mahallesi"
"Yeşilyurt";"Bentbaşı";"Mahalle";"Bentbaşı Mahallesi Yeşilyurt Malatya";"yesilyurt-bentbasi-mahallesi"
"Yeşilyurt";"Bindal";"Mahalle";"Bindal Mahallesi Yeşilyurt Malatya";"yesilyurt-bindal-mahallesi"
"Yeşilyurt";"Bostanbaşı";"Mahalle";"Bostanbaşı Mahallesi Yeşilyurt Malatya";"yesilyurt-bostanbasi-mahallesi"
"Yeşilyurt";"Cafana";"Mahalle";"Cafana Mahallesi Yeşilyurt Malatya";"yesilyurt-cafana-mahallesi"
"Yeşilyurt";"Cemal Gürsel";"Mahalle";"Cemal Gürsel Mahallesi Yeşilyurt Malatya";"yesilyurt-cemal-gursel-mahallesi"
"Yeşilyurt";"Cevatpaşa";"Mahalle";"Cevatpaşa Mahallesi Yeşilyurt Malatya";"yesilyurt-cevatpasa-mahallesi"
"Yeşilyurt";"Cumhuriyet";"Mahalle";"Cumhuriyet Mahallesi Yeşilyurt Malatya";"yesilyurt-cumhuriyet-mahallesi"
"Yeşilyurt";"Cumhuriyet Örnek";"Mahalle";"Cumhuriyet Örnek Mahallesi Yeşilyurt Malatya";"yesilyurt-cumhuriyet-ornek-mahallesi"
"Yeşilyurt";"Çarmuzu";"Mahalle";"Çarmuzu Mahallesi Yeşilyurt Malatya";"yesilyurt-carmuzu-mahallesi"
"Yeşilyurt";"Çavuşoğlu";"Mahalle";"Çavuşoğlu Mahallesi Yeşilyurt Malatya";"yesilyurt-cavusoglu-mahallesi"
"Yeşilyurt";"Çayırköy";"Mahalle";"Çayırköy Mahallesi Yeşilyurt Malatya";"yesilyurt-cayirkoy-mahallesi"
"Yeşilyurt";"Çilesiz";"Mahalle";"Çilesiz Mahallesi Yeşilyurt Malatya";"yesilyurt-cilesiz-mahallesi"
"Yeşilyurt";"Çukurdere";"Mahalle";"Çukurdere Mahallesi Yeşilyurt Malatya";"yesilyurt-cukurdere-mahallesi"
"Yeşilyurt";"Dilek";"Mahalle";"Dilek Mahallesi Yeşilyurt Malatya";"yesilyurt-dilek-mahallesi"
"Yeşilyurt";"Duranlar";"Mahalle";"Duranlar Mahallesi Yeşilyurt Malatya";"yesilyurt-duranlar-mahallesi"
"Yeşilyurt";"Duruldu";"Mahalle";"Duruldu Mahallesi Yeşilyurt Malatya";"yesilyurt-duruldu-mahallesi"
"Yeşilyurt";"Fatih";"Mahalle";"Fatih Mahallesi Yeşilyurt Malatya";"yesilyurt-fatih-mahallesi"
"Yeşilyurt";"Gazi";"Mahalle";"Gazi Mahallesi Yeşilyurt Malatya";"yesilyurt-gazi-mahallesi"
"Yeşilyurt";"Gedik";"Mahalle";"Gedik Mahallesi Yeşilyurt Malatya";"yesilyurt-gedik-mahallesi"
"Yeşilyurt";"Göktarla";"Mahalle";"Göktarla Mahallesi Yeşilyurt Malatya";"yesilyurt-goktarla-mahallesi"
"Yeşilyurt";"Gözene";"Mahalle";"Gözene Mahallesi Yeşilyurt Malatya";"yesilyurt-gozene-mahallesi"
"Yeşilyurt";"Gündüzbey";"Mahalle";"Gündüzbey Mahallesi Yeşilyurt Malatya";"yesilyurt-gunduzbey-mahallesi"
"Yeşilyurt";"Hamidiye";"Mahalle";"Hamidiye Mahallesi Yeşilyurt Malatya";"yesilyurt-hamidiye-mahallesi"
"Yeşilyurt";"Hıroğlu";"Mahalle";"Hıroğlu Mahallesi Yeşilyurt Malatya";"yesilyurt-hiroglu-mahallesi"
"Yeşilyurt";"Hocaahmetyesevi";"Mahalle";"Hocaahmetyesevi Mahallesi Yeşilyurt Malatya";"yesilyurt-hocaahmetyesevi-mahallesi"
"Yeşilyurt";"Horata";"Mahalle";"Horata Mahallesi Yeşilyurt Malatya";"yesilyurt-horata-mahallesi"
"Yeşilyurt";"Işıklı";"Mahalle";"Işıklı Mahallesi Yeşilyurt Malatya";"yesilyurt-isikli-mahallesi"
"Yeşilyurt";"İkizce";"Mahalle";"İkizce Mahallesi Yeşilyurt Malatya";"yesilyurt-ikizce-mahallesi"
"Yeşilyurt";"İlyas";"Mahalle";"İlyas Mahallesi Yeşilyurt Malatya";"yesilyurt-ilyas-mahallesi"
"Yeşilyurt";"İnönü";"Mahalle";"İnönü Mahallesi Yeşilyurt Malatya";"yesilyurt-inonu-mahallesi"
"Yeşilyurt";"Kadiruşağı";"Mahalle";"Kadiruşağı Mahallesi Yeşilyurt Malatya";"yesilyurt-kadirusagi-mahallesi"
"Yeşilyurt";"Karahan";"Mahalle";"Karahan Mahallesi Yeşilyurt Malatya";"yesilyurt-karahan-mahallesi"
"Yeşilyurt";"Karakavak";"Mahalle";"Karakavak Mahallesi Yeşilyurt Malatya";"yesilyurt-karakavak-mahallesi"
"Yeşilyurt";"Kaynarca";"Mahalle";"Kaynarca Mahallesi Yeşilyurt Malatya";"yesilyurt-kaynarca-mahallesi"
"Yeşilyurt";"Kendirli";"Mahalle";"Kendirli Mahallesi Yeşilyurt Malatya";"yesilyurt-kendirli-mahallesi"
"Yeşilyurt";"Kırkpınar";"Mahalle";"Kırkpınar Mahallesi Yeşilyurt Malatya";"yesilyurt-kirkpinar-mahallesi"
"Yeşilyurt";"Kırlangıç";"Mahalle";"Kırlangıç Mahallesi Yeşilyurt Malatya";"yesilyurt-kirlangic-mahallesi"
"Yeşilyurt";"Kiltepe";"Mahalle";"Kiltepe Mahallesi Yeşilyurt Malatya";"yesilyurt-kiltepe-mahallesi"
"Yeşilyurt";"Konak";"Mahalle";"Konak Mahallesi Yeşilyurt Malatya";"yesilyurt-konak-mahallesi"
"Yeşilyurt";"Koşu";"Mahalle";"Koşu Mahallesi Yeşilyurt Malatya";"yesilyurt-kosu-mahallesi"
"Yeşilyurt";"Koyunoğlu";"Mahalle";"Koyunoğlu Mahallesi Yeşilyurt Malatya";"yesilyurt-koyunoglu-mahallesi"
"Yeşilyurt";"Kozluk";"Mahalle";"Kozluk Mahallesi Yeşilyurt Malatya";"yesilyurt-kozluk-mahallesi"
"Yeşilyurt";"Kuşdoğan";"Mahalle";"Kuşdoğan Mahallesi Yeşilyurt Malatya";"yesilyurt-kusdogan-mahallesi"
"Yeşilyurt";"Kuyulu";"Mahalle";"Kuyulu Mahallesi Yeşilyurt Malatya";"yesilyurt-kuyulu-mahallesi"
"Yeşilyurt";"Mahmutlu";"Mahalle";"Mahmutlu Mahallesi Yeşilyurt Malatya";"yesilyurt-mahmutlu-mahallesi"
"Yeşilyurt";"Melekbaba";"Mahalle";"Melekbaba Mahallesi Yeşilyurt Malatya";"yesilyurt-melekbaba-mahallesi"
"Yeşilyurt";"Merkez Fatih";"Mahalle";"Merkez Fatih Mahallesi Yeşilyurt Malatya";"yesilyurt-merkez-fatih-mahallesi"
"Yeşilyurt";"Mullakassım";"Mahalle";"Mullakassım Mahallesi Yeşilyurt Malatya";"yesilyurt-mullakassim-mahallesi"
"Yeşilyurt";"Oluklu";"Mahalle";"Oluklu Mahallesi Yeşilyurt Malatya";"yesilyurt-oluklu-mahallesi"
"Yeşilyurt";"Ortaköy";"Mahalle";"Ortaköy Mahallesi Yeşilyurt Malatya";"yesilyurt-ortakoy-mahallesi"
"Yeşilyurt";"Öncü";"Mahalle";"Öncü Mahallesi Yeşilyurt Malatya";"yesilyurt-oncu-mahallesi"
"Yeşilyurt";"Özal";"Mahalle";"Özal Mahallesi Yeşilyurt Malatya";"yesilyurt-ozal-mahallesi"
"Yeşilyurt";"Özalper";"Mahalle";"Özalper Mahallesi Yeşilyurt Malatya";"yesilyurt-ozalper-mahallesi"
"Yeşilyurt";"Salkonak";"Mahalle";"Salkonak Mahallesi Yeşilyurt Malatya";"yesilyurt-salkonak-mahallesi"
"Yeşilyurt";"Salköprü";"Mahalle";"Salköprü Mahallesi Yeşilyurt Malatya";"yesilyurt-salkopru-mahallesi"
"Yeşilyurt";"Samanköy";"Mahalle";"Samanköy Mahallesi Yeşilyurt Malatya";"yesilyurt-samankoy-mahallesi"
"Yeşilyurt";"Samanlı";"Mahalle";"Samanlı Mahallesi Yeşilyurt Malatya";"yesilyurt-samanli-mahallesi"
"Yeşilyurt";"Seyituşağı";"Mahalle";"Seyituşağı Mahallesi Yeşilyurt Malatya";"yesilyurt-seyitusagi-mahallesi"
"Yeşilyurt";"Seyran";"Mahalle";"Seyran Mahallesi Yeşilyurt Malatya";"yesilyurt-seyran-mahallesi"
"Yeşilyurt";"Suluköy";"Mahalle";"Suluköy Mahallesi Yeşilyurt Malatya";"yesilyurt-sulukoy-mahallesi"
"Yeşilyurt";"Sütlüce";"Mahalle";"Sütlüce Mahallesi Yeşilyurt Malatya";"yesilyurt-sutluce-mahallesi"
"Yeşilyurt";"Şahnahan";"Mahalle";"Şahnahan Mahallesi Yeşilyurt Malatya";"yesilyurt-sahnahan-mahallesi"
"Yeşilyurt";"Şeyhbayram";"Mahalle";"Şeyhbayram Mahallesi Yeşilyurt Malatya";"yesilyurt-seyhbayram-mahallesi"
"Yeşilyurt";"Tecde";"Mahalle";"Tecde Mahallesi Yeşilyurt Malatya";"yesilyurt-tecde-mahallesi"
"Yeşilyurt";"Tepeköy";"Mahalle";"Tepeköy Mahallesi Yeşilyurt Malatya";"yesilyurt-tepekoy-mahallesi"
"Yeşilyurt";"Tohma";"Mahalle";"Tohma Mahallesi Yeşilyurt Malatya";"yesilyurt-tohma-mahallesi"
"Yeşilyurt";"Topraktepe";"Mahalle";"Topraktepe Mahallesi Yeşilyurt Malatya";"yesilyurt-topraktepe-mahallesi"
"Yeşilyurt";"Topsöğüt";"Mahalle";"Topsöğüt Mahallesi Yeşilyurt Malatya";"yesilyurt-topsogut-mahallesi"
"Yeşilyurt";"Turgut Özal";"Mahalle";"Turgut Özal Mahallesi Yeşilyurt Malatya";"yesilyurt-turgut-ozal-mahallesi"
"Yeşilyurt";"Üçgöze";"Mahalle";"Üçgöze Mahallesi Yeşilyurt Malatya";"yesilyurt-ucgoze-mahallesi"
"Yeşilyurt";"Yaka";"Mahalle";"Yaka Mahallesi Yeşilyurt Malatya";"yesilyurt-yaka-mahallesi"
"Yeşilyurt";"Yakınca";"Mahalle";"Yakınca Mahallesi Yeşilyurt Malatya";"yesilyurt-yakinca-mahallesi"
"Yeşilyurt";"Yalınkaya";"Mahalle";"Yalınkaya Mahallesi Yeşilyurt Malatya";"yesilyurt-yalinkaya-mahallesi"
"Yeşilyurt";"Yavuz Selim";"Mahalle";"Yavuz Selim Mahallesi Yeşilyurt Malatya";"yesilyurt-yavuz-selim-mahallesi"
"Yeşilyurt";"Yeşilkaynak";"Mahalle";"Yeşilkaynak Mahallesi Yeşilyurt Malatya";"yesilyurt-yesilkaynak-mahallesi"
"Yeşilyurt";"Zaviye";"Mahalle";"Zaviye Mahallesi Yeşilyurt Malatya";"yesilyurt-zaviye-mahallesi"
