MALATYA GÜNCEL İLÇE VE MAHALLELERİ
=================================

[Akçadağ]
Gözlüce Mahallesi, Pütürge, Malatya
Gündeğer Mahallesi, Pütürge, Malatya
Gündüz Mahallesi, Pütürge, Malatya
Hatip Mahallesi, Pütürge, Malatya
Karakaya Mahallesi, Pütürge, Malatya
Karşıyaka Mahallesi, Pütürge, Malatya
Kavaklıdere Mahallesi, Pütürge, Malatya
Kayadere Mahallesi, Pütürge, Malatya
Koçköy Mahallesi, Pütürge, Malatya
Korucak Mahallesi, Pütürge, Malatya
Kozluk Mahallesi, Pütürge, Malatya
Köklükaya Mahallesi, Pütürge, Malatya
Körme Mahallesi, Pütürge, Malatya
Köylü Mahallesi, Pütürge, Malatya
Meşedibi Mahallesi, Pütürge, Malatya
Nohutlu Mahallesi, Pütürge, Malatya
Ormaniçi Mahallesi, Pütürge, Malatya
Örencik Mahallesi, Pütürge, Malatya
Örmeli Mahallesi, Pütürge, Malatya
Örnekköy Mahallesi, Pütürge, Malatya
Pazarcık Mahallesi, Pütürge, Malatya
Poskıran Mahallesi, Pütürge, Malatya
Sahilköy Mahallesi, Pütürge, Malatya
Söğütlü Mahallesi, Pütürge, Malatya
Şiro Taraksu Mahallesi, Pütürge, Malatya
Şükan Mahallesi, Pütürge, Malatya
Taşbaşı Mahallesi, Pütürge, Malatya
Taşmış Mahallesi, Pütürge, Malatya
Taştepe Mahallesi, Pütürge, Malatya
Tatlıcak Mahallesi, Pütürge, Malatya
Tekederesi Mahallesi, Pütürge, Malatya
Teluşağı Mahallesi, Pütürge, Malatya
Tepehan Mahallesi, Pütürge, Malatya
Ulutaş Mahallesi, Pütürge, Malatya
Uzunkoru Mahallesi, Pütürge, Malatya
Uzuntaş Mahallesi, Pütürge, Malatya
Üçyaka Mahallesi, Pütürge, Malatya
Yamaç Mahallesi, Pütürge, Malatya
Yandere Mahallesi, Pütürge, Malatya
Yazıca Mahallesi, Pütürge, Malatya
Yediyol Mahallesi, Pütürge, Malatya
Yeşildere Mahallesi, Pütürge, Malatya

[Yazıhan]
Akyazı Mahallesi, Yazıhan, Malatya
Alican Mahallesi, Yazıhan, Malatya
Ambarcık Mahallesi, Yazıhan, Malatya
Bahçelievler Mahallesi, Yazıhan, Malatya
Balaban Mahallesi, Yazıhan, Malatya
Bereketli Mahallesi, Yazıhan, Malatya
Boyaca Mahallesi, Yazıhan, Malatya
Boztepe Mahallesi, Yazıhan, Malatya
Böğürtlen Mahallesi, Yazıhan, Malatya
Buzluk Mahallesi, Yazıhan, Malatya
Çavuş Mahallesi, Yazıhan, Malatya
Çivril Mahallesi, Yazıhan, Malatya
Dedekargın Mahallesi, Yazıhan, Malatya
Doğuş Mahallesi, Yazıhan, Malatya
Durucasu Mahallesi, Yazıhan, Malatya
Eğribük Mahallesi, Yazıhan, Malatya
Epreme Mahallesi, Yazıhan, Malatya
Erecek Mahallesi, Yazıhan, Malatya
Fethiye Mahallesi, Yazıhan, Malatya
Gayret Mahallesi, Yazıhan, Malatya
Gövük Mahallesi, Yazıhan, Malatya
Hamidiye Mahallesi, Yazıhan, Malatya
İriağaç Mahallesi, Yazıhan, Malatya
Karaca Mahallesi, Yazıhan, Malatya
Koşar Mahallesi, Yazıhan, Malatya
Kömüşhan Mahallesi, Yazıhan, Malatya
Mısırdere Mahallesi, Yazıhan, Malatya
Sadıklı Mahallesi, Yazıhan, Malatya
Sinanlı Mahallesi, Yazıhan, Malatya
Sürür Mahallesi, Yazıhan, Malatya
Tahtalı Mahallesi, Yazıhan, Malatya
Tecirli Mahallesi, Yazıhan, Malatya
Yeni Mahallesi, Yazıhan, Malatya

[Yeşilyurt]
Abdulgaffar Mahallesi, Yeşilyurt, Malatya
Aşağıbağlar Mahallesi, Yeşilyurt, Malatya
Aşağıköy Mahallesi, Yeşilyurt, Malatya
Atalar Mahallesi, Yeşilyurt, Malatya
Atatürk Mahallesi, Yeşilyurt, Malatya
Banazı Mahallesi, Yeşilyurt, Malatya
Bentbaşı Mahallesi, Yeşilyurt, Malatya
Bindal Mahallesi, Yeşilyurt, Malatya
Bostanbaşı Mahallesi, Yeşilyurt, Malatya
Cafana Mahallesi, Yeşilyurt, Malatya
Cemal Gürsel Mahallesi, Yeşilyurt, Malatya
Cevatpaşa Mahallesi, Yeşilyurt, Malatya
Cumhuriyet Mahallesi, Yeşilyurt, Malatya
Cumhuriyet Örnek Mahallesi, Yeşilyurt, Malatya
Çarmuzu Mahallesi, Yeşilyurt, Malatya
Çavuşoğlu Mahallesi, Yeşilyurt, Malatya
Çayırköy Mahallesi, Yeşilyurt, Malatya
Çilesiz Mahallesi, Yeşilyurt, Malatya
Çukurdere Mahallesi, Yeşilyurt, Malatya
Dilek Mahallesi, Yeşilyurt, Malatya
Duranlar Mahallesi, Yeşilyurt, Malatya
Duruldu Mahallesi, Yeşilyurt, Malatya
Fatih Mahallesi, Yeşilyurt, Malatya
Gazi Mahallesi, Yeşilyurt, Malatya
Gedik Mahallesi, Yeşilyurt, Malatya
Göktarla Mahallesi, Yeşilyurt, Malatya
Gözene Mahallesi, Yeşilyurt, Malatya
Gündüzbey Mahallesi, Yeşilyurt, Malatya
Hamidiye Mahallesi, Yeşilyurt, Malatya
Hıroğlu Mahallesi, Yeşilyurt, Malatya
Hocaahmetyesevi Mahallesi, Yeşilyurt, Malatya
Horata Mahallesi, Yeşilyurt, Malatya
Işıklı Mahallesi, Yeşilyurt, Malatya
İkizce Mahallesi, Yeşilyurt, Malatya
İlyas Mahallesi, Yeşilyurt, Malatya
İnönü Mahallesi, Yeşilyurt, Malatya
Kadiruşağı Mahallesi, Yeşilyurt, Malatya
Karahan Mahallesi, Yeşilyurt, Malatya
Karakavak Mahallesi, Yeşilyurt, Malatya
Kaynarca Mahallesi, Yeşilyurt, Malatya
Kendirli Mahallesi, Yeşilyurt, Malatya
Kırkpınar Mahallesi, Yeşilyurt, Malatya
Kırlangıç Mahallesi, Yeşilyurt, Malatya
Kiltepe Mahallesi, Yeşilyurt, Malatya
Konak Mahallesi, Yeşilyurt, Malatya
Koşu Mahallesi, Yeşilyurt, Malatya
Koyunoğlu Mahallesi, Yeşilyurt, Malatya
Kozluk Mahallesi, Yeşilyurt, Malatya
Kuşdoğan Mahallesi, Yeşilyurt, Malatya
Kuyulu Mahallesi, Yeşilyurt, Malatya
Mahmutlu Mahallesi, Yeşilyurt, Malatya
Melekbaba Mahallesi, Yeşilyurt, Malatya
Merkez Fatih Mahallesi, Yeşilyurt, Malatya
Mullakassım Mahallesi, Yeşilyurt, Malatya
Oluklu Mahallesi, Yeşilyurt, Malatya
Ortaköy Mahallesi, Yeşilyurt, Malatya
Öncü Mahallesi, Yeşilyurt, Malatya
Özal Mahallesi, Yeşilyurt, Malatya
Özalper Mahallesi, Yeşilyurt, Malatya
Salkonak Mahallesi, Yeşilyurt, Malatya
Salköprü Mahallesi, Yeşilyurt, Malatya
Samanköy Mahallesi, Yeşilyurt, Malatya
Samanlı Mahallesi, Yeşilyurt, Malatya
Seyituşağı Mahallesi, Yeşilyurt, Malatya
Seyran Mahallesi, Yeşilyurt, Malatya
Suluköy Mahallesi, Yeşilyurt, Malatya
Sütlüce Mahallesi, Yeşilyurt, Malatya
Şahnahan Mahallesi, Yeşilyurt, Malatya
Şeyhbayram Mahallesi, Yeşilyurt, Malatya
Tecde Mahallesi, Yeşilyurt, Malatya
Tepeköy Mahallesi, Yeşilyurt, Malatya
Tohma Mahallesi, Yeşilyurt, Malatya
Topraktepe Mahallesi, Yeşilyurt, Malatya
Topsöğüt Mahallesi, Yeşilyurt, Malatya
Turgut Özal Mahallesi, Yeşilyurt, Malatya
Üçgöze Mahallesi, Yeşilyurt, Malatya
Yaka Mahallesi, Yeşilyurt, Malatya
Yakınca Mahallesi, Yeşilyurt, Malatya
Yalınkaya Mahallesi, Yeşilyurt, Malatya
Yavuz Selim Mahallesi, Yeşilyurt, Malatya
Yeşilkaynak Mahallesi, Yeşilyurt, Malatya
Zaviye Mahallesi, Yeşilyurt, Malatya

ESKİ BELDE / KASABA BELEDİYELERİ (39)
======================================
Beydağı — eski bağlılık: Merkez; bugünkü ilçe: Battalgazi
Dilek — eski bağlılık: Merkez; bugünkü ilçe: Yeşilyurt
Erenli — eski bağlılık: Merkez; bugünkü ilçe: Battalgazi
Hanımınçiftliği — eski bağlılık: Merkez; bugünkü ilçe: Battalgazi
Orduzu — eski bağlılık: Merkez; bugünkü ilçe: Battalgazi
Topsöğüt — eski bağlılık: Merkez; bugünkü ilçe: Yeşilyurt
Şahnahan — eski bağlılık: Merkez; bugünkü ilçe: Yeşilyurt
Yaygın — eski bağlılık: Merkez; bugünkü ilçe: Battalgazi
Bahri — eski bağlılık: Akçadağ; bugünkü ilçe: Akçadağ
Kozluca — eski bağlılık: Akçadağ; bugünkü ilçe: Akçadağ
Ören — eski bağlılık: Akçadağ; bugünkü ilçe: Akçadağ
Hasırcılar — eski bağlılık: Battalgazi; bugünkü ilçe: Battalgazi
Hatunsuyu — eski bağlılık: Battalgazi; bugünkü ilçe: Battalgazi
Ağılbaşı — eski bağlılık: Darende; bugünkü ilçe: Darende
Aşağı Ulupınar — eski bağlılık: Darende; bugünkü ilçe: Darende
Ayvalı — eski bağlılık: Darende; bugünkü ilçe: Darende
Balaban — eski bağlılık: Darende; bugünkü ilçe: Darende
Ilıca — eski bağlılık: Darende; bugünkü ilçe: Darende
Yenice — eski bağlılık: Darende; bugünkü ilçe: Darende
Erkenek — eski bağlılık: Doğanşehir; bugünkü ilçe: Doğanşehir
Gövdeli — eski bağlılık: Doğanşehir; bugünkü ilçe: Doğanşehir
Polat — eski bağlılık: Doğanşehir; bugünkü ilçe: Doğanşehir
Söğüt — eski bağlılık: Doğanşehir; bugünkü ilçe: Doğanşehir
Sürgü — eski bağlılık: Doğanşehir; bugünkü ilçe: Doğanşehir
Kurucaova — eski bağlılık: Doğanşehir; bugünkü ilçe: Doğanşehir
Gökçe — eski bağlılık: Doğanyol; bugünkü ilçe: Doğanyol
Güzelyurt — eski bağlılık: Hekimhan; bugünkü ilçe: Hekimhan
Hasançelebi — eski bağlılık: Hekimhan; bugünkü ilçe: Hekimhan
Kocaözü — eski bağlılık: Hekimhan; bugünkü ilçe: Hekimhan
Kurşunlu — eski bağlılık: Hekimhan; bugünkü ilçe: Hekimhan
Girmana — eski bağlılık: Hekimhan; bugünkü ilçe: Hekimhan
Sofular — eski bağlılık: Kuluncak; bugünkü ilçe: Kuluncak
Nohutlu — eski bağlılık: Pütürge; bugünkü ilçe: Pütürge
Tepehan — eski bağlılık: Pütürge; bugünkü ilçe: Pütürge
Durucasu — eski bağlılık: Yazıhan; bugünkü ilçe: Yazıhan
Fethiye — eski bağlılık: Yazıhan; bugünkü ilçe: Yazıhan
Bostanbaşı — eski bağlılık: Yeşilyurt; bugünkü ilçe: Yeşilyurt
Gündüzbey — eski bağlılık: Yeşilyurt; bugünkü ilçe: Yeşilyurt
Yakınca — eski bağlılık: Yeşilyurt; bugünkü ilçe: Yeşilyurt

ESKİ MALATYA MERKEZ KÖYLERİ (44)
================================
Bindal — bugün: Yeşilyurt
Duranlar — bugün: Yeşilyurt
Duruldu — bugün: Yeşilyurt
Fatih — bugün: Yeşilyurt
Göktarla — bugün: Yeşilyurt
Karahan — bugün: Yeşilyurt
Kendirli — bugün: Yeşilyurt
Kırkpınar — bugün: Yeşilyurt
Mahmutlu — bugün: Yeşilyurt
Özal — bugün: Yeşilyurt
Samanköy — bugün: Yeşilyurt
Suluköy — bugün: Yeşilyurt
Sütlüce — bugün: Yeşilyurt
Tepeköy — bugün: Yeşilyurt
Tohma — bugün: Yeşilyurt
Topraktepe — bugün: Yeşilyurt
Bağtepe — bugün: Battalgazi
Bulgurlu — bugün: Battalgazi
Çamurlu — bugün: Battalgazi
Fırıncı — bugün: Battalgazi
Göller — bugün: Battalgazi
Hacıhaliloğluçiftliği — bugün: Battalgazi
Karagöz — bugün: Battalgazi
Karakaşçiftliği — bugün: Battalgazi
Karaköy — bugün: Battalgazi
Üzümlü — bugün: Battalgazi
Alhanuşağı — bugün: Battalgazi
Bulutlu — bugün: Battalgazi
Çolaklı — bugün: Battalgazi
Düzyol — bugün: Battalgazi
Gülümuşağı — bugün: Battalgazi
Hacıyusuflar — bugün: Battalgazi
Hisartepe — bugün: Battalgazi
Kamıştaş — bugün: Battalgazi
Kapıkaya — bugün: Battalgazi
Karatepe — bugün: Battalgazi
Merdivenler — bugün: Battalgazi
Pelitli — bugün: Battalgazi
Selvidağ — bugün: Battalgazi
Tanışık — bugün: Battalgazi
Tokluca — bugün: Battalgazi
Uluköy — bugün: Battalgazi
Yenice — bugün: Battalgazi
Yeniköy — bugün: Battalgazi

HARİTA TABANLI MEZRA ADAYLARI (54)
Not: Bu bölüm resmî ve eksiksiz değildir; yerel doğrulama gerekir.
Aduşağı — Arapgir, Malatya
Ağaç — Arapgir, Malatya
Alanli — Arapgir, Malatya
Aydoğdu — Arapgir, Malatya
Bahçeler — Arapgir, Malatya
Ballıca — Arapgir, Malatya
Beygirli — Arapgir, Malatya
Bulgurlu — Arapgir, Malatya
Dilo — Arapgir, Malatya
Dişterik — Arapgir, Malatya
Hacı Uşağı — Arapgir, Malatya
Haraç — Arapgir, Malatya
Harpuzik — Arapgir, Malatya
İlyas Kâhya — Arapgir, Malatya
İn — Arapgir, Malatya
Kalınharman — Arapgir, Malatya
Kayalısu Çiftliği — Arapgir, Malatya
Kebir Uşağı — Arapgir, Malatya
Kozer Çiftliği — Arapgir, Malatya
Levenge — Arapgir, Malatya
Mehmetuşağı — Arapgir, Malatya
Rutop — Arapgir, Malatya
Suceyin — Arapgir, Malatya
Tanışa — Arapgir, Malatya
Tosunlu — Arapgir, Malatya
Üçtepe — Arapgir, Malatya
Yayla — Arapgir, Malatya
Yenibağ — Arapgir, Malatya
Yıldız — Arapgir, Malatya
Yoluklu — Arapgir, Malatya
Aşağıkonak — Arguvan, Malatya
Çiftlik — Arguvan, Malatya
Dalhançer — Arguvan, Malatya
Gecekondu — Arguvan, Malatya
Güvercinlik — Arguvan, Malatya
Hacılar — Arguvan, Malatya
Hacımusa — Arguvan, Malatya
Horumhan — Arguvan, Malatya
Karakaya — Arguvan, Malatya
Kınık — Arguvan, Malatya
Sedefuşağı — Arguvan, Malatya
Uru — Arguvan, Malatya
Çay — Doğanşehir, Malatya
Sarıdanışma — Doğanşehir, Malatya
Aliağalar — Hekimhan, Malatya
Bağyolu — Hekimhan, Malatya
Çeki — Hekimhan, Malatya
Çobanpınarı — Hekimhan, Malatya
Darıyeri — Hekimhan, Malatya
Karamukça — Hekimhan, Malatya
Kaymak — Hekimhan, Malatya
Kurbağalı — Hekimhan, Malatya
Seydimehmet — Hekimhan, Malatya
Köklükaya — Pütürge, Malatya
